"Schema","Criterion","DataGenerator","Doubler","Termination","BigOh"
"UnixUsage","AICC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"Cloc","ANCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS748","NCC","randomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","ICC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"BioSQL","ICC","directedRandomDefaults","DoubleTables","success","CUBIC"
"iTrust","UCC","directedRandomDefaults","DoubleAll","success","QUADRADIC"
"NistWeather","ClauseAICC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"JWhoisServer","APC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"iTrust","ANCC","directedRandom","DoubleTables","timeout","QUADRADIC"
"JWhoisServer","AICC","randomDefaults","DoubleForeignKeys","success","CONSTANT"
"NistXTS749","NCC","random","DoubleTables","success","QUADRADIC"
"RiskIt","CondAICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","ClauseAICC","avs","DoubleNotNulls","success","CONSTANT"
"Cloc","UCC","avs","DoubleAll","success","LINEARITHMIC"
"NistXTS748","APC","randomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS748","ANCC","randomDefaults","DoubleAll","timeout","QUADRADIC"
"iTrust","ICC","directedRandomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"BioSQL","ClauseAICC","random","DoubleUniquesSemantic","success","LINEAR"
"UnixUsage","CondAICC","directedRandom","DoubleTables","timeout","QUADRADIC"
"RiskIt","AICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS749","APC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"iTrust","UCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"UnixUsage","APC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","APC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistXTS749","APC","random","DoubleAll","success","LINEARITHMIC"
"NistXTS748","ICC","random","DoubleUniquesSemantic","success","LINEARITHMIC"
"NistWeather","CondAICC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"NistWeather","AUCC","randomDefaults","DoubleAll","success","LINEAR"
"NistXTS749","NCC","directedRandom","DoubleAll","success","LINEARITHMIC"
"iTrust","ANCC","directedRandom","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","NCC","random","DoubleTablesColumns","success","LINEARITHMIC"
"RiskIt","UCC","avs","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","ClauseAICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","NCC","random","DoubleChecksSemantic","success","LINEARITHMIC"
"JWhoisServer","CondAICC","avs","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","NCC","random","DoubleTables","success","QUADRADIC"
"BioSQL","APC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"iTrust","ICC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","ANCC","directedRandom","DoubleTables","success","QUADRADIC"
"RiskIt","UCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS749","AICC","directedRandom","DoubleChecksSemantic","success","LINEARITHMIC"
"Cloc","UCC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"RiskIt","ICC","avsDefaults","DoubleColumns","timeout","CUBIC"
"NistXTS748","ClauseAICC","randomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"iTrust","ClauseAICC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","CondAICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","UCC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"BioSQL","ClauseAICC","random","DoubleTables","timeout","QUADRADIC"
"RiskIt","CondAICC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"UnixUsage","APC","avsDefaults","DoubleAll","success","LINEARITHMIC"
"iTrust","CondAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","APC","directedRandomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"JWhoisServer","APC","random","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","AICC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","AICC","avsDefaults","DoubleTables","success","QUADRADIC"
"NistWeather","ClauseAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","AUCC","directedRandom","DoubleTables","success","QUADRADIC"
"iTrust","AICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AICC","randomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"Cloc","CondAICC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"BioSQL","ClauseAICC","directedRandom","DoubleTables","timeout","POWER 5"
"Cloc","CondAICC","random","DoubleNotNullsSemantic","success","CONSTANT"
"UnixUsage","UCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistXTS748","AUCC","avs","DoubleColumns","timeout","CUBIC"
"JWhoisServer","ICC","avsDefaults","DoubleTables","timeout","CUBIC"
"iTrust","UCC","random","DoubleAll","success","LINEAR"
"Cloc","ANCC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"UnixUsage","AUCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"Cloc","ANCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"RiskIt","NCC","directedRandomDefaults","DoubleTables","success","QUADRADIC"
"RiskIt","AUCC","directedRandomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","APC","random","DoubleTables","timeout","QUADRADIC"
"JWhoisServer","APC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistWeather","ICC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"iTrust","ANCC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"BioSQL","ClauseAICC","random","DoubleChecksSemantic","success","CONSTANT"
"BioSQL","CondAICC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","ANCC","randomDefaults","DoubleColumns","out of memory","QUADRADIC"
"NistWeather","ANCC","directedRandomDefaults","DoubleColumns","success","QUADRADIC"
"NistXTS748","ClauseAICC","randomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"BioSQL","NCC","directedRandomDefaults","DoubleColumns","out of memory","CUBIC"
"NistWeather","APC","avs","DoubleAll","success","LINEAR"
"RiskIt","UCC","random","DoubleTablesColumns","success","QUADRADIC"
"iTrust","AICC","randomDefaults","DoubleTablesColumns","timeout","POWER 5"
"iTrust","ClauseAICC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"BioSQL","ICC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"NistWeather","ICC","random","DoubleColumns","success","LINEARITHMIC"
"NistWeather","CondAICC","random","DoubleUniquesSemantic","success","CONSTANT"
"RiskIt","ClauseAICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","CondAICC","directedRandom","DoubleNotNullsSemantic","success","LOGARITHMIC"
"UnixUsage","ClauseAICC","directedRandomDefaults","DoubleColumns","success","LINEAR"
"NistXTS749","AUCC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"BioSQL","CondAICC","avsDefaults","DoubleAll","success","LINEAR"
"NistWeather","CondAICC","avsDefaults","DoubleAll","success","LINEARITHMIC"
"RiskIt","AUCC","random","DoubleChecksSemantic","success","LOGARITHMIC"
"UnixUsage","ANCC","avs","DoubleNotNulls","success","LOGARITHMIC"
"iTrust","ANCC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","AICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS749","AICC","randomDefaults","DoubleColumns","success","LOGARITHMIC"
"NistXTS748","ANCC","avs","DoubleTablesColumns","success","QUADRADIC"
"NistWeather","AICC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","AUCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","ANCC","avs","DoubleColumns","timeout","CUBIC"
"JWhoisServer","ANCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"iTrust","NCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","AUCC","random","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AICC","avs","DoubleAll","success","LINEARITHMIC"
"NistXTS749","ClauseAICC","avs","DoubleChecksSemantic","success","LINEAR"
"NistXTS748","UCC","avs","DoubleNotNulls","success","LOGARITHMIC"
"JWhoisServer","NCC","random","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AICC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"UnixUsage","ClauseAICC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"UnixUsage","AICC","directedRandomDefaults","DoubleChecksSemantic","success","CONSTANT"
"JWhoisServer","APC","avs","DoubleForeignKeys","success","CONSTANT"
"JWhoisServer","NCC","avsDefaults","DoubleAll","timeout","QUADRADIC"
"Cloc","ClauseAICC","directedRandom","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS748","CondAICC","avs","DoubleChecksSemantic","success","LINEAR"
"NistWeather","ANCC","avsDefaults","DoubleAll","success","LOGARITHMIC"
"RiskIt","APC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"UnixUsage","UCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","UCC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","ClauseAICC","directedRandomDefaults","DoubleAll","success","LINEAR"
"Cloc","ClauseAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"RiskIt","ANCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","UCC","randomDefaults","DoubleTables","timeout","CUBIC"
"Cloc","ANCC","random","DoubleNotNullsSemantic","success","CONSTANT"
"JWhoisServer","AICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","APC","avs","DoubleNotNullsSemantic","success","LINEAR"
"RiskIt","AICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ICC","avsDefaults","DoubleAll","success","LINEARITHMIC"
"RiskIt","CondAICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","NCC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","ClauseAICC","random","DoubleUniquesSemantic","success","CONSTANT"
"RiskIt","NCC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","NCC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"JWhoisServer","NCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","CondAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","ClauseAICC","avs","DoubleColumns","success","LINEARITHMIC"
"UnixUsage","UCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"NistWeather","NCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","AUCC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"UnixUsage","NCC","directedRandom","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","ANCC","random","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","ICC","random","DoubleNotNulls","success","CONSTANT"
"iTrust","UCC","randomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"Cloc","APC","avsDefaults","DoubleForeignKeys","success","CONSTANT"
"UnixUsage","AICC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS749","ICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","NCC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"BioSQL","AICC","random","DoubleColumns","success","LINEARITHMIC"
"BioSQL","APC","avsDefaults","DoubleAll","success","LINEAR"
"RiskIt","ANCC","avs","DoubleTables","timeout","QUADRADIC"
"NistWeather","APC","avs","DoubleNotNulls","success","CONSTANT"
"NistXTS749","UCC","directedRandom","DoubleColumns","out of memory","LINEARITHMIC"
"UnixUsage","UCC","avs","DoubleAll","timeout","CUBIC"
"NistXTS748","APC","directedRandom","DoubleChecksSemantic","success","LINEARITHMIC"
"UnixUsage","UCC","directedRandom","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","ICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","AUCC","directedRandomDefaults","DoubleColumns","out of memory","QUADRADIC"
"BioSQL","APC","avsDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS748","AUCC","random","DoubleTables","success","LOGARITHMIC"
"JWhoisServer","ClauseAICC","avs","DoubleTablesColumns","timeout","QUADRADIC"
"Cloc","AUCC","randomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"UnixUsage","ClauseAICC","directedRandomDefaults","DoubleChecksSemantic","success","CONSTANT"
"iTrust","UCC","randomDefaults","DoubleColumns","out of memory","QUADRADIC"
"JWhoisServer","APC","avsDefaults","DoubleTables","success","LINEARITHMIC"
"JWhoisServer","ANCC","random","DoubleNotNullsSemantic","success","LINEAR"
"iTrust","AUCC","randomDefaults","DoubleChecksSemantic","out of memory","CUBIC"
"BioSQL","NCC","random","DoubleAll","success","LINEARITHMIC"
"NistWeather","ICC","avsDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","UCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","AUCC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"iTrust","AICC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","UCC","avs","DoubleChecksSemantic","success","LINEARITHMIC"
"RiskIt","UCC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistWeather","AICC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","NCC","randomDefaults","DoubleChecksSemantic","success","LINEAR"
"JWhoisServer","AUCC","randomDefaults","DoubleAll","success","LINEARITHMIC"
"iTrust","APC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","AICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","CondAICC","avs","DoubleColumns","success","LINEARITHMIC"
"NistXTS749","ANCC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"JWhoisServer","AUCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","UCC","avs","DoubleColumns","timeout","CUBIC"
"NistXTS749","APC","random","DoubleTablesColumns","timeout","QUADRADIC"
"NistWeather","AICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"Cloc","ClauseAICC","avs","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","ICC","directedRandomDefaults","DoubleColumns","success","LINEAR"
"NistXTS748","AUCC","directedRandomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"NistXTS748","ICC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","CondAICC","directedRandomDefaults","DoubleAll","success","LOGARITHMIC"
"NistXTS748","CondAICC","avsDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"UnixUsage","NCC","directedRandom","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","CondAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","AICC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS748","UCC","directedRandom","DoubleAll","success","LOGARITHMIC"
"NistXTS749","CondAICC","directedRandomDefaults","DoubleAll","success","LINEARITHMIC"
"JWhoisServer","ClauseAICC","avsDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS748","NCC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","APC","directedRandomDefaults","DoubleAll","success","LINEARITHMIC"
"Cloc","ICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"iTrust","AICC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","UCC","randomDefaults","DoubleTables","success","QUADRADIC"
"BioSQL","AUCC","avsDefaults","DoubleUniquesSemantic","success","LINEARITHMIC"
"NistWeather","NCC","directedRandom","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","UCC","directedRandom","DoubleUniquesSemantic","success","LINEAR"
"iTrust","ClauseAICC","directedRandom","DoubleNotNulls","success","CONSTANT"
"iTrust","AUCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","ANCC","directedRandomDefaults","DoubleAll","success","QUADRADIC"
"NistXTS748","AUCC","avsDefaults","DoubleColumns","success","QUADRADIC"
"NistXTS748","UCC","random","DoubleForeignKeys","success","LOGARITHMIC"
"JWhoisServer","APC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"BioSQL","ICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","AUCC","avs","DoubleTables","success","QUADRADIC"
"JWhoisServer","CondAICC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"RiskIt","ICC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"BioSQL","ANCC","randomDefaults","DoubleColumns","timeout","QUADRADIC"
"iTrust","ClauseAICC","avsDefaults","DoubleTablesColumns","timeout","POWER 5"
"NistXTS748","APC","random","DoubleChecksSemantic","success","LOGARITHMIC"
"iTrust","CondAICC","randomDefaults","DoubleAll","success","LINEAR"
"Cloc","CondAICC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"BioSQL","ClauseAICC","avsDefaults","DoubleUniquesSemantic","success","LINEAR"
"UnixUsage","APC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","NCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","CondAICC","random","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","ICC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","AICC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistXTS748","APC","avsDefaults","DoubleColumns","success","LOGARITHMIC"
"NistWeather","CondAICC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"NistWeather","UCC","randomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"BioSQL","APC","avs","DoubleUniquesSemantic","success","LINEARITHMIC"
"Cloc","AUCC","random","DoubleTables","timeout","QUADRADIC"
"JWhoisServer","ICC","directedRandom","DoubleForeignKeys","success","LOGARITHMIC"
"BioSQL","ANCC","randomDefaults","DoubleNotNullsSemantic","out of memory","LOGARITHMIC"
"NistXTS748","ANCC","randomDefaults","DoubleUniquesSemantic","success","LINEARITHMIC"
"RiskIt","NCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","CondAICC","randomDefaults","DoubleTables","success","LOGARITHMIC"
"RiskIt","APC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"Cloc","AUCC","avs","DoubleAll","success","LINEARITHMIC"
"RiskIt","ICC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","UCC","random","DoubleAll","success","LINEARITHMIC"
"JWhoisServer","ANCC","avsDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"JWhoisServer","UCC","randomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","ICC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS749","UCC","random","DoubleAll","success","LINEARITHMIC"
"iTrust","APC","random","DoubleNotNulls","success","CONSTANT"
"BioSQL","ICC","random","DoubleUniquesSemantic","success","LINEAR"
"BioSQL","ANCC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"UnixUsage","APC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"RiskIt","ICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AUCC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"RiskIt","AICC","random","DoubleChecksSemantic","success","CONSTANT"
"JWhoisServer","ClauseAICC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistWeather","AUCC","random","DoubleAll","success","LINEARITHMIC"
"NistWeather","UCC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"RiskIt","ClauseAICC","directedRandom","DoubleTables","timeout","QUADRADIC"
"NistXTS748","UCC","directedRandom","DoubleForeignKeys","success","CONSTANT"
"UnixUsage","NCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"iTrust","CondAICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","ClauseAICC","directedRandomDefaults","DoubleForeignKeys","success","CONSTANT"
"Cloc","APC","directedRandom","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AUCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","AUCC","avs","DoubleNotNulls","success","CONSTANT"
"RiskIt","AUCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"NistWeather","CondAICC","random","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","CondAICC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"Cloc","ANCC","avs","DoubleAll","success","LINEAR"
"NistXTS748","NCC","avs","DoubleForeignKeys","success","CONSTANT"
"Cloc","UCC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","UCC","randomDefaults","DoubleNotNullsSemantic","out of memory","LINEARITHMIC"
"NistXTS749","AUCC","directedRandomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","AUCC","avs","DoubleAll","success","LINEARITHMIC"
"iTrust","UCC","directedRandomDefaults","DoubleColumns","out of memory","QUADRADIC"
"JWhoisServer","AUCC","randomDefaults","DoubleColumns","timeout","QUADRADIC"
"RiskIt","AICC","random","DoubleNotNulls","success","CONSTANT"
"UnixUsage","APC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","CondAICC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","NCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"UnixUsage","UCC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS749","ICC","avs","DoubleTablesColumns","success","LOGARITHMIC"
"JWhoisServer","ICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","CondAICC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"RiskIt","CondAICC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","AUCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","ICC","avs","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","APC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"BioSQL","ClauseAICC","avsDefaults","DoubleTablesColumns","timeout","POWER 4"
"UnixUsage","ANCC","avs","DoubleTables","timeout","QUADRADIC"
"Cloc","APC","avs","DoubleColumns","success","LOGARITHMIC"
"BioSQL","UCC","avs","DoubleColumns","out of memory","QUADRADIC"
"RiskIt","ANCC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"Cloc","UCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"BioSQL","ClauseAICC","avs","DoubleNotNullsSemantic","timeout","QUADRADIC"
"RiskIt","AICC","directedRandomDefaults","DoubleChecksSemantic","success","CONSTANT"
"iTrust","APC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS749","APC","directedRandomDefaults","DoubleTablesColumns","success","QUADRADIC"
"RiskIt","AUCC","directedRandom","DoubleAll","success","LINEARITHMIC"
"iTrust","CondAICC","avsDefaults","DoubleColumns","success","LINEAR"
"JWhoisServer","ICC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","ICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"RiskIt","NCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","UCC","directedRandomDefaults","DoubleForeignKeys","success","CONSTANT"
"Cloc","CondAICC","random","DoubleForeignKeys","success","CONSTANT"
"BioSQL","ICC","avsDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","ICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"NistWeather","AICC","directedRandom","DoubleTables","success","QUADRADIC"
"UnixUsage","ICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","AICC","directedRandom","DoubleForeignKeys","success","CONSTANT"
"RiskIt","ICC","directedRandom","DoubleAll","timeout","QUADRADIC"
"UnixUsage","UCC","random","DoubleTables","timeout","QUADRADIC"
"BioSQL","APC","directedRandom","DoubleAll","timeout","QUADRADIC"
"Cloc","UCC","random","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","ClauseAICC","random","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS749","ANCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","ClauseAICC","random","DoubleTables","timeout","QUADRADIC"
"RiskIt","CondAICC","avsDefaults","DoubleColumns","timeout","QUADRADIC"
"UnixUsage","ANCC","directedRandomDefaults","DoubleUniquesSemantic","success","LINEARITHMIC"
"iTrust","AUCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","ANCC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"JWhoisServer","AICC","avs","DoubleTables","success","QUADRADIC"
"iTrust","AICC","directedRandomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS749","ClauseAICC","random","DoubleNotNulls","success","CONSTANT"
"UnixUsage","UCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"JWhoisServer","ICC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS748","ANCC","directedRandom","DoubleAll","success","LOGARITHMIC"
"JWhoisServer","UCC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistWeather","ICC","directedRandom","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistWeather","CondAICC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","APC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","CondAICC","randomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"JWhoisServer","NCC","randomDefaults","DoubleColumns","out of memory","QUADRADIC"
"iTrust","ANCC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"BioSQL","CondAICC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ANCC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"UnixUsage","AICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"JWhoisServer","ClauseAICC","avs","DoubleTables","timeout","QUADRADIC"
"NistXTS749","ClauseAICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","ICC","random","DoubleNotNulls","success","CONSTANT"
"iTrust","APC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","ClauseAICC","directedRandom","DoubleAll","success","LINEARITHMIC"
"iTrust","ANCC","avs","DoubleAll","success","LINEARITHMIC"
"iTrust","APC","directedRandomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS749","ClauseAICC","random","DoubleUniquesSemantic","success","LOGARITHMIC"
